,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
10504,10504.0,0.0,0.07284904916448166,0.09842962491378844,0.080209405629819,0.18845415587893924,0.007576523956830394,0.10907781590206289,0.09842962491378844,-0.039292874829212635
10608,10608.0,0.0,0.030372708975350837,0.03981787340416018,0.1258936043978804,0.03981787340416018,-0.07841143240494716,0.05565616130808659,0.24620404265478277,-0.11140310008532818
10712,10712.0,0.0,-0.005648736764410006,0.0033411699919515753,0.12436585837168652,0.05466029818766164,-0.18473301138874532,0.0033411699919515753,-0.08402037243355075,0.18250823182063283
10816,10816.0,0.0,0.040393249121573806,0.08115606694341645,0.07873083558983136,0.10618471565038817,0.12371084619603141,-0.05873257931969323,-0.05035280386227379,0.08115606694341645
10920,10920.0,0.0,-0.040125928219608184,-0.050151201655260214,0.11228246898899316,0.061551423980001754,0.10873882555892174,-0.13287901893506168,-0.050151201655260214,-0.18788967004664253
11024,11024.0,0.0,-0.018293808057515147,-0.03220860523104668,0.09655177873105246,0.09759731273993387,0.08800055373049306,-0.1223154149193037,-0.03220860523104668,-0.12254288660765228
11128,11128.0,0.0,0.019060014659754772,-0.029184572125842256,0.09205186293442558,0.19576935095080786,0.023155518403552445,-0.04957745583936963,-0.029184572125842256,-0.044862768090374594
11232,11232.0,0.0,-0.06489122520165314,-0.0018315700921640178,0.12601669659328094,-0.2231050799035801,-0.0018315700921640178,0.011590841699495888,0.09338956973844767,-0.2044998874504651
11336,11336.0,0.0,0.0515981750009728,0.06589813409516991,0.0459774657180218,0.06589813409516991,0.07181458547415845,0.016721735078578333,0.11788423789060427,-0.014327817533646942
11440,11440.0,0.0,0.0391557285524079,0.04490541324800213,0.07386793483597619,0.12187527899294702,0.04490541324800213,0.116522641589359,-0.02545493129608984,-0.06206975977217883
11544,11544.0,0.0,0.017964951104342035,0.03261744397848095,0.0832529591625614,0.14668333184537086,0.034991507690997306,0.03261744397848095,-0.013661202185792412,-0.11080632580734652
11648,11648.0,0.0,0.03597224598269869,-0.01661545226590993,0.1196585143617116,0.2529126863672884,-0.057774322878120635,0.07306095649595469,-0.0717226378057191,-0.01661545226590993
11752,11752.0,0.0,-0.030002492619892223,0.003347915364699558,0.07237365771552344,0.003347915364699558,0.030742691023709343,-0.07613737450756132,-0.14913788529895491,0.04117219031864622
11856,11856.0,0.0,0.027678791509456756,-0.0015966329367051925,0.07620704785318283,0.16703865726274433,-0.058178972084529074,-0.0078260685389926,0.03895697384476634,-0.0015966329367051925
11960,11960.0,0.0,0.08606362828092373,0.0737958508483095,0.056439318682909904,0.11689246495848572,0.03165315173812819,0.17889820815859708,0.029078465701098188,0.0737958508483095
12064,12064.0,0.0,0.0188893930390638,-0.03368174693946701,0.10913044176861623,0.0649439782162307,0.20929415335140072,-0.03368174693946701,-0.10045095230516198,-0.04565846712768342
12168,12168.0,0.0,-0.01047917205017098,0.014556722767374726,0.0890211177172149,0.0321846263726453,0.014556722767374726,0.07125005295039592,-0.18351106159477956,0.013123799253508713
12272,12272.0,0.0,-0.02136080756935347,-0.014165207703326452,0.15807173857271298,0.008542764038924905,-0.17997838321344703,-0.1744291947303766,-0.014165207703326452,0.2532259837614579
12376,12376.0,0.0,0.062369893239190254,0.10174477953378334,0.08720757227170463,0.09982367645745897,0.10499582039964456,0.1169250645994832,-0.11163987479441885,0.10174477953378334
12480,12480.0,0.0,0.07540628551226226,0.059573946980305326,0.0359214490544343,0.14700138380501734,0.059573946980305326,0.052336171474562716,0.06113321661626614,0.05698670868515977
12584,12584.0,0.0,0.01794260351279679,0.040177566522010044,0.06611157604704902,0.10692683688956332,0.059169297773897074,-0.0504829076121491,-0.0660777760093374,0.040177566522010044
12688,12688.0,0.0,0.10552066230733803,0.10398419738362355,0.1267254352720156,0.20711320417819834,0.10398419738362355,0.27749184563900536,-0.0717226378057191,0.010736702141582054
12792,12792.0,0.0,0.012180014387214255,-0.03906308026951041,0.12733593528473247,-0.051251004374609443,0.2457125819281536,0.03281865548354295,-0.03906308026951041,-0.12731708083150542
12896,12896.0,0.0,0.0431038616456693,0.04581587396242098,0.13218217550717754,0.2109298276939558,0.04581587396242098,0.02155081120006768,0.12292429306594524,-0.18570149769404323
13000,13000.0,0.0,0.1117546700559725,0.16629653602356917,0.12171350052598894,0.16629653602356917,0.2668555029629907,-0.078652518320837,0.17493766247546289,0.029336167138676778
13104,13104.0,0.0,-0.04220948132672768,0.01829635746808324,0.08747654221098357,0.01829635746808324,-0.166726121703573,-0.12915660609141363,0.04167860363945049,0.024860360053814475
13208,13208.0,0.0,0.047388699407872444,0.07181458547415845,0.06151209603766147,0.13258302830104438,0.07181458547415845,0.07668276358707164,-0.038760676958989944,-0.005376203363922341
13312,13312.0,0.0,0.022061324378074964,-0.0063027216297946494,0.08802898150477917,0.10077783233639838,-0.10117295026541785,0.14187529122717832,-0.0063027216297946494,-0.02487082977798938
13416,13416.0,0.0,-0.01553843962271467,-0.006669214299549159,0.04072549012583255,0.01755423622890808,-0.04664646970189049,0.03422713601897734,-0.07615788636001912,-0.006669214299549159
13520,13520.0,0.0,0.04709416224045142,0.05161574018332498,0.07618464881472704,0.10289817873404145,-0.041082543113775426,0.15515525056127416,-0.033115815162608066,0.05161574018332498
13624,13624.0,0.0,-0.06297553447843757,-0.01912775645031698,0.11012771627518278,-0.01912775645031698,-0.014679182395629703,-0.14384504596094386,0.08915592339116139,-0.2263816109764587
13728,13728.0,0.0,0.010843216155867462,-0.03207909827118945,0.096221486275289,0.18707593072047135,-0.03207909827118945,-0.08891430507900207,0.032001697702795914,-0.04386814429373843
13832,13832.0,0.0,-0.035711674227398175,-0.014924591811628607,0.1296622710556539,0.1145600839210784,-0.1350623213021185,0.08432880077942977,-0.22746034272375193,-0.014924591811628607
13936,13936.0,0.0,-0.011465666298943283,-0.005713347735841115,0.08212971595545193,-0.11348317114543352,0.07656921364945682,-0.005713347735841115,0.08068863069658867,-0.09538965695948727
14040,14040.0,0.0,0.03706373723730278,0.007653368372010425,0.08856755138925423,0.17753437193107746,0.09042844896894332,-0.0787531240733681,-0.011544379012149185,0.007653368372010425
14144,14144.0,0.0,-0.0056218918607616785,0.023865736257178492,0.10924596834017686,0.12972056066422633,0.06655414579084984,-0.1840873469733553,-0.06416255504270775,0.023865736257178492
14248,14248.0,0.0,0.04040913031338851,-0.0025912567333411783,0.09663375208222169,0.13597558253727332,-0.0900450970891879,0.1678315753801838,-0.009125152527985497,-0.0025912567333411783
14352,14352.0,0.0,0.02778825304328999,0.06971789328210153,0.10526807592796004,-0.0496607445763771,0.14637120175489976,-0.13650082602617863,0.10901374078200439,0.06971789328210153
14456,14456.0,0.0,-0.07553045828327634,-0.06948598339433985,0.09789267312003773,-0.06948598339433985,-0.22843512568084884,-0.12784873130851016,0.055085150405857104,-0.006967601438539991
